Year,Hospital,County,er_service_level_desc,type,count
2019,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SAN MATEO,BASIC,ED_Admit,4172
2019,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SAN MATEO,BASIC,ED_Visit,40089
2020,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SAN MATEO,BASIC,ED_Admit,4216
2020,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SAN MATEO,BASIC,ED_Visit,28542
2021,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SAN MATEO,BASIC,ED_Admit,4488
2021,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SAN MATEO,BASIC,ED_Visit,33048
2022,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SAN MATEO,BASIC,ED_Admit,4624
2022,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SAN MATEO,BASIC,ED_Visit,40921
2023,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SAN MATEO,BASIC,ED_Visit,45814
2023,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SAN MATEO,BASIC,ED_Admit,5074
2012,MENLO PARK SURGICAL HOSPITAL,SAN MATEO,,ED_Admit,1
2012,MENLO PARK SURGICAL HOSPITAL,SAN MATEO,,ED_Visit,
2012,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,7993
2012,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,38665
2013,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,8223
2013,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,37080
2014,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,7658
2014,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,38943
2015,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,7724
2015,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,41191
2016,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,7436
2016,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,41891
2017,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,7448
2017,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,41772
2018,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,7545
2018,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,41213
2019,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,8068
2019,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,42023
2020,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,7189
2020,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,34466
2021,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,7618
2021,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,34677
2022,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,7804
2022,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,40552
2023,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,43257
2023,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,8333
2012,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,2881
2012,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,38227
2013,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,3007
2013,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,39331
2014,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,3014
2014,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,37896
2015,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,3023
2015,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,38024
2016,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,2589
2016,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,37594
2017,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,2565
2017,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,37165
2018,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,2248
2018,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,36280
2019,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,2111
2019,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,35840
2020,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,1833
2020,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,25413
2021,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,1854
2021,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,28978
2022,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,2011
2022,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,33808
2023,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,36783
2023,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,2000
2012,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Admit,2564
2012,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Visit,17471
2013,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Admit,2496
2013,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Visit,18840
2014,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Admit,2219
2014,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Visit,19422
2015,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Admit,2271
2015,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Visit,19347
2016,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Admit,2227
2016,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Visit,17944
2017,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Admit,2212
2017,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Visit,17066
2018,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Admit,2226
2018,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Visit,16666
2019,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Admit,2496
2019,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Visit,15962
2020,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Admit,2043
2020,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Visit,12121
2021,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Admit,2077
2021,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Visit,12746
2022,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Admit,2433
2022,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Visit,16318
2023,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Visit,17158
2023,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Admit,2890
2012,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Admit,
2012,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Visit,3100
2013,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Admit,
2013,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Visit,2967
2014,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Admit,1
2014,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Visit,3177
2015,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Admit,2
2015,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Visit,3268
2016,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Admit,
2016,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Visit,2709
2017,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Admit,
2017,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Visit,2680
2018,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Admit,
2018,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Visit,2520
2019,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Admit,
2019,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Visit,2222
2012,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,4931
2012,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,20496
2013,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,5007
2013,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,20769
2014,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,4666
2014,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,22908
2015,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,4776
2015,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,24273
2016,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,4716
2016,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,23667
2017,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,4591
2017,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,22651
2018,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,4218
2018,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,20851
2019,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,3842
2019,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,19105
2012,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,626
2012,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,17911
2013,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,525
2013,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,18016
2014,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,592
2014,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,18010
2015,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,517
2015,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,19920
2016,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,492
2016,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,20820
2017,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,472
2017,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,22010
2018,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,469
2018,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,22713
2019,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,595
2019,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,21314
2020,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,509
2020,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,15968
2021,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,535
2021,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,18635
2022,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,500
2022,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,22965
2023,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,24528
2023,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,587
2012,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,1575
2012,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,19029
2013,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,1349
2013,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,19051
2014,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,1509
2014,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,20679
2015,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,1712
2015,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,23083
2016,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,1673
2016,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,23042
2017,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,1504
2017,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,22898
2018,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,1409
2018,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,22629
2019,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,1383
2019,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,21635
2020,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,1654
2020,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,16745
2021,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,1684
2021,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,17508
2022,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,1556
2022,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,20131
2023,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,18533
2023,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,1587
2012,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,5930
2012,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,44803
2013,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,6285
2013,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,51369
2014,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,6222
2014,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,62941
2015,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,7158
2015,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,68510
2016,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,7113
2016,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,66893
2017,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,7127
2017,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,67419
2018,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,7318
2018,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,61294
2019,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,7643
2019,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,60603
2020,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,6887
2020,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,43145
2021,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,7560
2021,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,47657
2022,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,8021
2022,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,49585
2023,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,51080
2023,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,7848
2012,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,7946
2012,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,35086
2013,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,8078
2013,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,35535
2014,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,8410
2014,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,37162
2015,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,8240
2015,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,39929
2016,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,7993
2016,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,39849
2017,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,9356
2017,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,36969
2018,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,9693
2018,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,34518
2019,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,10232
2019,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,36073
2020,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,9029
2020,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,30935
2021,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,9850
2021,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,33909
2022,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,10244
2022,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,37875
2023,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,43220
2023,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,10697
2019,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,SANTA BARBARA,,ED_Admit,1
2019,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,SANTA BARBARA,,ED_Visit,
2012,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Admit,201
2012,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Visit,6464
2013,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Admit,150
2013,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Visit,6629
2014,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Admit,179
2014,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Visit,7107
2015,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Admit,190
2015,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Visit,7786
2016,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Admit,204
2016,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Visit,8384
2017,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Admit,233
2017,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Visit,8985
2018,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Admit,187
2018,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Visit,9260
2019,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Admit,150
2019,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Visit,9567
2020,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Admit,85
2020,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Visit,7697
2021,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Admit,125
2021,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Visit,8465
2022,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Admit,110
2022,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Visit,9382
2023,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Visit,10143
2023,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Admit,191
2019,EL CAMINO HEALTH,SANTA CLARA,BASIC,ED_Admit,11885
2019,EL CAMINO HEALTH,SANTA CLARA,BASIC,ED_Visit,51251
2020,EL CAMINO HEALTH,SANTA CLARA,BASIC,ED_Admit,10778
2020,EL CAMINO HEALTH,SANTA CLARA,BASIC,ED_Visit,38417
2021,EL CAMINO HEALTH,SANTA CLARA,BASIC,ED_Admit,12758
2021,EL CAMINO HEALTH,SANTA CLARA,BASIC,ED_Visit,47007
2022,EL CAMINO HEALTH,SANTA CLARA,BASIC,ED_Admit,13891
2022,EL CAMINO HEALTH,SANTA CLARA,BASIC,ED_Visit,58812
2023,EL CAMINO HEALTH,SANTA CLARA,BASIC,ED_Visit,63151
2023,EL CAMINO HEALTH,SANTA CLARA,BASIC,ED_Admit,14509
2012,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Admit,7750
2012,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Visit,47041
2013,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Admit,7973
2013,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Visit,48751
2014,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Admit,8014
2014,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Visit,50069
2015,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Admit,8611
2015,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Visit,52231
2016,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Admit,9011
2016,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Visit,49996
2017,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Admit,10348
2017,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Visit,49846
2018,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Admit,10688
2018,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Visit,50220
2012,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Admit,9360
2012,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Visit,36137
2013,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Admit,8858
2013,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Visit,38589
2014,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Admit,9967
2014,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Visit,40398
2015,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Admit,10513
2015,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Visit,45665
2016,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Admit,10830
2016,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Visit,47950
2017,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Admit,11378
2017,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Visit,47158
2018,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Admit,11699
2018,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Visit,46352
2019,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Admit,11836
2019,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Visit,47942
2020,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Admit,10418
2020,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Visit,35815
2021,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Admit,10434
2021,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Visit,39734
2022,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Admit,11042
2022,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Visit,49478
2023,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Visit,53511
2023,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Admit,11472
2012,KAISER FOUNDATION HOSPITAL - SAN JOSE,SANTA CLARA,BASIC,ED_Admit,5906
2012,KAISER FOUNDATION HOSPITAL - SAN JOSE,SANTA CLARA,BASIC,ED_Visit,44515
2013,KAISER FOUNDATION HOSPITAL - SAN JOSE,SANTA CLARA,BASIC,ED_Admit,6005
2013,KAISER FOUNDATION HOSPITAL - SAN JOSE,SANTA CLARA,BASIC,ED_Visit,46482
